ticket_id,site_id,timestamp,net_volume_bbl,ticket_amount_usd,manifest_ref
TKT-SITE-04-2025-01-01-00024,SITE-04,2025-01-01T14:28:00+00:00,122.044,3844.4,MNF-SITE-04-2025-01-01
TKT-SITE-04-2025-01-01-00025,SITE-04,2025-01-01T00:44:00+00:00,122.641,3033.61,MNF-SITE-04-2025-01-01
TKT-SITE-05-2025-01-01-00026,SITE-05,2025-01-01T05:36:00+00:00,108.221,3476.89,MNF-SITE-05-2025-01-01
TKT-SITE-05-2025-01-01-00027,SITE-05,2025-01-01T10:25:00+00:00,106.188,3483.01,MNF-SITE-05-2025-01-01
TKT-SITE-05-2025-01-01-00028,SITE-05,2025-01-01T15:53:00+00:00,108.504,3305.21,MNF-SITE-05-2025-01-01
TKT-SITE-05-2025-01-01-00029,SITE-05,2025-01-01T10:01:00+00:00,105.671,3284.81,MNF-SITE-05-2025-01-01
TKT-SITE-06-2025-01-01-00030,SITE-06,2025-01-01T18:31:00+00:00,115.727,3289.56,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00031,SITE-06,2025-01-01T17:20:00+00:00,114.683,3650.62,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00032,SITE-06,2025-01-01T11:56:00+00:00,116.12,3430.51,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00033,SITE-06,2025-01-01T16:42:00+00:00,113.724,3437.64,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00034,SITE-06,2025-01-01T14:34:00+00:00,111.472,2965.31,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00035,SITE-06,2025-01-01T08:41:00+00:00,112.462,3619.85,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00036,SITE-06,2025-01-01T11:52:00+00:00,113.824,3961.64,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00037,SITE-06,2025-01-01T16:47:00+00:00,113.872,3748.19,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00038,SITE-06,2025-01-01T18:56:00+00:00,114.204,3106.93,MNF-SITE-06-2025-01-01
TKT-SITE-06-2025-01-01-00039,SITE-06,2025-01-01T10:47:00+00:00,113.91,3787.25,MNF-SITE-06-2025-01-01
TKT-SITE-07-2025-01-01-00040,SITE-07,2025-01-01T04:51:00+00:00,126.605,3310.71,MNF-SITE-07-2025-01-01
TKT-SITE-07-2025-01-01-00041,SITE-07,2025-01-01T11:07:00+00:00,126.241,3335.28,MNF-SITE-07-2025-01-01
TKT-SITE-07-2025-01-01-00042,SITE-07,2025-01-01T20:33:00+00:00,126.594,3544.8,MNF-SITE-07-2025-01-01
TKT-SITE-07-2025-01-01-00043,SITE-07,2025-01-01T03:21:00+00:00,125.555,3147.56,MNF-SITE-07-2025-01-01
TKT-SITE-07-2025-01-01-00044,SITE-07,2025-01-01T14:01:00+00:00,126.476,3620.09,MNF-SITE-07-2025-01-01
TKT-SITE-07-2025-01-01-00045,SITE-07,2025-01-01T04:18:00+00:00,127.919,3672.1,MNF-SITE-07-2025-01-01
TKT-SITE-07-2025-01-01-00046,SITE-07,2025-01-01T11:51:00+00:00,129.301,3084.76,MNF-SITE-07-2025-01-01
TKT-SITE-07-2025-01-01-00047,SITE-07,2025-01-01T19:02:00+00:00,124.043,3388.36,MNF-SITE-07-2025-01-01
TKT-SITE-07-2025-01-01-00048,SITE-07,2025-01-01T04:05:00+00:00,123.053,3777.85,MNF-SITE-07-2025-01-01
TKT-SITE-08-2025-01-01-00049,SITE-08,2025-01-01T00:32:00+00:00,97.174,3495.59,MNF-SITE-08-2025-01-01
TKT-SITE-08-2025-01-01-00050,SITE-08,2025-01-01T01:33:00+00:00,103.802,4483.72,MNF-SITE-08-2025-01-01
TKT-SITE-08-2025-01-01-00051,SITE-08,2025-01-01T01:59:00+00:00,100.32,3000.43,MNF-SITE-08-2025-01-01
TKT-SITE-08-2025-01-01-00052,SITE-08,2025-01-01T13:00:00+00:00,99.998,3067.53,MNF-SITE-08-2025-01-01
TKT-SITE-08-2025-01-01-00053,SITE-08,2025-01-01T11:21:00+00:00,98.495,3143.86,MNF-SITE-08-2025-01-01
TKT-SITE-08-2025-01-01-00054,SITE-08,2025-01-01T06:49:00+00:00,101.754,3436.13,MNF-SITE-08-2025-01-01
TKT-SITE-09-2025-01-01-00055,SITE-09,2025-01-01T07:15:00+00:00,114.095,3301.88,MNF-SITE-09-2025-01-01
TKT-SITE-09-2025-01-01-00056,SITE-09,2025-01-01T13:17:00+00:00,117.661,4158.49,MNF-SITE-09-2025-01-01
TKT-SITE-09-2025-01-01-00057,SITE-09,2025-01-01T22:31:00+00:00,119.941,3296.94,MNF-SITE-09-2025-01-01
TKT-SITE-09-2025-01-01-00058,SITE-09,2025-01-01T18:26:00+00:00,115.172,3119.93,MNF-SITE-09-2025-01-01
TKT-SITE-10-2025-01-01-00059,SITE-10,2025-01-01T13:18:00+00:00,147.992,3997.42,MNF-SITE-10-2025-01-01
TKT-SITE-10-2025-01-01-00060,SITE-10,2025-01-01T23:07:00+00:00,151.848,3825.07,MNF-SITE-10-2025-01-01
TKT-SITE-10-2025-01-01-00061,SITE-10,2025-01-01T07:36:00+00:00,149.454,3663.3,MNF-SITE-10-2025-01-01
TKT-SITE-10-2025-01-01-00062,SITE-10,2025-01-01T23:47:00+00:00,150.78,3505.9,MNF-SITE-10-2025-01-01
TKT-SITE-10-2025-01-01-00063,SITE-10,2025-01-01T22:27:00+00:00,147.102,3193.18,MNF-SITE-10-2025-01-01
TKT-SITE-11-2025-01-01-00064,SITE-11,2025-01-01T21:24:00+00:00,142.459,3587.56,MNF-SITE-11-2025-01-01
TKT-SITE-11-2025-01-01-00065,SITE-11,2025-01-01T02:47:00+00:00,144.98,3716.01,MNF-SITE-11-2025-01-01
TKT-SITE-11-2025-01-01-00066,SITE-11,2025-01-01T12:27:00+00:00,141.203,4053.03,MNF-SITE-11-2025-01-01
TKT-SITE-11-2025-01-01-00067,SITE-11,2025-01-01T21:16:00+00:00,145.486,3702.27,MNF-SITE-11-2025-01-01
TKT-SITE-11-2025-01-01-00068,SITE-11,2025-01-01T02:16:00+00:00,139.413,3112.74,MNF-SITE-11-2025-01-01
TKT-SITE-12-2025-01-01-00069,SITE-12,2025-01-01T02:56:00+00:00,143.736,3499.18,MNF-SITE-12-2025-01-01
TKT-SITE-12-2025-01-01-00070,SITE-12,2025-01-01T08:48:00+00:00,141.696,3304.79,MNF-SITE-12-2025-01-01
TKT-SITE-12-2025-01-01-00071,SITE-12,2025-01-01T14:23:00+00:00,145.547,3494.84,MNF-SITE-12-2025-01-01
TKT-SITE-12-2025-01-01-00072,SITE-12,2025-01-01T11:59:00+00:00,143.772,3773.07,MNF-SITE-12-2025-01-01
TKT-SITE-01-2025-01-02-00073,SITE-01,2025-01-02T06:42:00+00:00,141.121,2839.16,MNF-SITE-01-2025-01-02
TKT-SITE-01-2025-01-02-00074,SITE-01,2025-01-02T03:09:00+00:00,139.598,3297.8,MNF-SITE-01-2025-01-02
TKT-SITE-01-2025-01-02-00075,SITE-01,2025-01-02T18:23:00+00:00,137.773,3491.26,MNF-SITE-01-2025-01-02
TKT-SITE-01-2025-01-02-00076,SITE-01,2025-01-02T13:56:00+00:00,141.72,3114.2,MNF-SITE-01-2025-01-02
TKT-SITE-01-2025-01-02-00077,SITE-01,2025-01-02T19:49:00+00:00,138.64,3493.71,MNF-SITE-01-2025-01-02
TKT-SITE-01-2025-01-02-00078,SITE-01,2025-01-02T03:08:00+00:00,141.911,3822.71,MNF-SITE-01-2025-01-02
TKT-SITE-01-2025-01-02-00079,SITE-01,2025-01-02T07:31:00+00:00,139.365,3353.77,MNF-SITE-01-2025-01-02
TKT-SITE-01-2025-01-02-00080,SITE-01,2025-01-02T22:56:00+00:00,139.212,3710.38,MNF-SITE-01-2025-01-02
TKT-SITE-02-2025-01-02-00081,SITE-02,2025-01-02T15:12:00+00:00,105.018,3495.64,MNF-SITE-02-2025-01-02
TKT-SITE-02-2025-01-02-00082,SITE-02,2025-01-02T00:09:00+00:00,108.948,3084.68,MNF-SITE-02-2025-01-02
TKT-SITE-02-2025-01-02-00083,SITE-02,2025-01-02T23:11:00+00:00,104.186,2852.8,MNF-SITE-02-2025-01-02
TKT-SITE-02-2025-01-02-00084,SITE-02,2025-01-02T15:13:00+00:00,105.513,3867.14,MNF-SITE-02-2025-01-02
TKT-SITE-02-2025-01-02-00085,SITE-02,2025-01-02T18:50:00+00:00,103.215,3160.34,MNF-SITE-02-2025-01-02
TKT-SITE-03-2025-01-02-00086,SITE-03,2025-01-02T05:35:00+00:00,115.385,3285.15,MNF-SITE-03-2025-01-02
TKT-SITE-03-2025-01-02-00087,SITE-03,2025-01-02T02:51:00+00:00,120.195,3450.52,MNF-SITE-03-2025-01-02
TKT-SITE-03-2025-01-02-00088,SITE-03,2025-01-02T08:58:00+00:00,113.856,2928.86,MNF-SITE-03-2025-01-02
TKT-SITE-03-2025-01-02-00089,SITE-03,2025-01-02T12:44:00+00:00,114.89,3069.56,MNF-SITE-03-2025-01-02
TKT-SITE-03-2025-01-02-00090,SITE-03,2025-01-02T05:56:00+00:00,121.764,4590.26,MNF-SITE-03-2025-01-02
TKT-SITE-03-2025-01-02-00091,SITE-03,2025-01-02T21:09:00+00:00,116.913,3616.13,MNF-SITE-03-2025-01-02
TKT-SITE-03-2025-01-02-00092,SITE-03,2025-01-02T01:35:00+00:00,121.526,3111.33,MNF-SITE-03-2025-01-02
TKT-SITE-04-2025-01-02-00093,SITE-04,2025-01-02T03:27:00+00:00,131.839,3422.36,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00094,SITE-04,2025-01-02T13:51:00+00:00,127.858,3474.79,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00095,SITE-04,2025-01-02T03:41:00+00:00,130.297,3653.52,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00096,SITE-04,2025-01-02T19:56:00+00:00,131.92,3950.13,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00097,SITE-04,2025-01-02T01:16:00+00:00,131.225,3698.96,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00098,SITE-04,2025-01-02T23:37:00+00:00,130.883,3291.1,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00099,SITE-04,2025-01-02T12:06:00+00:00,131.579,3528.33,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00100,SITE-04,2025-01-02T05:28:00+00:00,134.344,3711.92,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00101,SITE-04,2025-01-02T05:59:00+00:00,129.204,3142.58,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00102,SITE-04,2025-01-02T02:14:00+00:00,131.461,3747.75,MNF-SITE-04-2025-01-02
TKT-SITE-04-2025-01-02-00103,SITE-04,2025-01-02T20:00:00+00:00,127.045,3917.72,MNF-SITE-04-2025-01-02
TKT-SITE-05-2025-01-02-00104,SITE-05,2025-01-02T21:39:00+00:00,103.417,3506.94,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00105,SITE-05,2025-01-02T15:04:00+00:00,103.811,3367.4,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00106,SITE-05,2025-01-02T15:25:00+00:00,103.9,3464.7,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00107,SITE-05,2025-01-02T23:12:00+00:00,98.807,3316.72,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00108,SITE-05,2025-01-02T20:34:00+00:00,104.842,3519.2,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00109,SITE-05,2025-01-02T01:28:00+00:00,100.589,3531.36,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00110,SITE-05,2025-01-02T03:21:00+00:00,108.254,2823.86,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00111,SITE-05,2025-01-02T12:07:00+00:00,103.731,3383.42,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00112,SITE-05,2025-01-02T08:47:00+00:00,102.138,3279.63,MNF-SITE-05-2025-01-02
TKT-SITE-05-2025-01-02-00113,SITE-05,2025-01-02T19:01:00+00:00,105.736,4065.0,MNF-SITE-05-2025-01-02
TKT-SITE-06-2025-01-02-00114,SITE-06,2025-01-02T11:03:00+00:00,140.32,3765.72,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00115,SITE-06,2025-01-02T12:51:00+00:00,138.305,3486.21,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00116,SITE-06,2025-01-02T18:23:00+00:00,134.949,3974.94,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00117,SITE-06,2025-01-02T15:11:00+00:00,133.891,3896.2,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00118,SITE-06,2025-01-02T12:04:00+00:00,136.639,4043.98,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00119,SITE-06,2025-01-02T20:39:00+00:00,138.136,4290.75,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00120,SITE-06,2025-01-02T13:56:00+00:00,133.025,3573.46,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00121,SITE-06,2025-01-02T02:01:00+00:00,133.905,3401.96,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00122,SITE-06,2025-01-02T09:45:00+00:00,137.886,3333.31,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00123,SITE-06,2025-01-02T14:14:00+00:00,134.254,3611.36,MNF-SITE-06-2025-01-02
TKT-SITE-06-2025-01-02-00124,SITE-06,2025-01-02T17:19:00+00:00,135.007,3717.47,MNF-SITE-06-2025-01-02
TKT-SITE-07-2025-01-02-00125,SITE-07,2025-01-02T00:11:00+00:00,131.134,3712.71,MNF-SITE-07-2025-01-02
TKT-SITE-07-2025-01-02-00126,SITE-07,2025-01-02T13:44:00+00:00,136.333,3754.32,MNF-SITE-07-2025-01-02
TKT-SITE-07-2025-01-02-00127,SITE-07,2025-01-02T12:25:00+00:00,131.635,3372.43,MNF-SITE-07-2025-01-02
TKT-SITE-07-2025-01-02-00128,SITE-07,2025-01-02T11:48:00+00:00,137.474,2996.04,MNF-SITE-07-2025-01-02
TKT-SITE-07-2025-01-02-00129,SITE-07,2025-01-02T17:18:00+00:00,136.985,3918.75,MNF-SITE-07-2025-01-02
TKT-SITE-07-2025-01-02-00130,SITE-07,2025-01-02T02:06:00+00:00,134.918,3906.28,MNF-SITE-07-2025-01-02
TKT-SITE-07-2025-01-02-00131,SITE-07,2025-01-02T17:31:00+00:00,136.687,3686.12,MNF-SITE-07-2025-01-02
TKT-SITE-07-2025-01-02-00132,SITE-07,2025-01-02T08:00:00+00:00,136.769,3268.98,MNF-SITE-07-2025-01-02
TKT-SITE-08-2025-01-02-00133,SITE-08,2025-01-02T07:32:00+00:00,118.708,3867.12,MNF-SITE-08-2025-01-02
TKT-SITE-08-2025-01-02-00134,SITE-08,2025-01-02T13:19:00+00:00,117.59,4050.14,MNF-SITE-08-2025-01-02
TKT-SITE-08-2025-01-02-00135,SITE-08,2025-01-02T10:30:00+00:00,116.229,3174.73,MNF-SITE-08-2025-01-02
TKT-SITE-08-2025-01-02-00136,SITE-08,2025-01-02T08:39:00+00:00,119.722,3491.53,MNF-SITE-08-2025-01-02
TKT-SITE-08-2025-01-02-00137,SITE-08,2025-01-02T18:43:00+00:00,120.788,3812.77,MNF-SITE-08-2025-01-02
TKT-SITE-08-2025-01-02-00138,SITE-08,2025-01-02T20:18:00+00:00,119.084,4371.7,MNF-SITE-08-2025-01-02
TKT-SITE-08-2025-01-02-00139,SITE-08,2025-01-02T22:49:00+00:00,117.413,2725.85,MNF-SITE-08-2025-01-02
TKT-SITE-08-2025-01-02-00140,SITE-08,2025-01-02T11:28:00+00:00,116.858,3528.18,MNF-SITE-08-2025-01-02
TKT-SITE-09-2025-01-02-00141,SITE-09,2025-01-02T17:20:00+00:00,135.58,3001.52,MNF-SITE-09-2025-01-02
TKT-SITE-09-2025-01-02-00142,SITE-09,2025-01-02T19:48:00+00:00,136.587,3777.06,MNF-SITE-09-2025-01-02
TKT-SITE-09-2025-01-02-00143,SITE-09,2025-01-02T12:22:00+00:00,138.942,3073.15,MNF-SITE-09-2025-01-02
TKT-SITE-09-2025-01-02-00144,SITE-09,2025-01-02T22:02:00+00:00,133.251,3630.66,MNF-SITE-09-2025-01-02
TKT-SITE-09-2025-01-02-00145,SITE-09,2025-01-02T16:25:00+00:00,139.344,3876.74,MNF-SITE-09-2025-01-02
TKT-SITE-09-2025-01-02-00146,SITE-09,2025-01-02T06:48:00+00:00,138.638,3898.85,MNF-SITE-09-2025-01-02
TKT-SITE-09-2025-01-02-00147,SITE-09,2025-01-02T16:20:00+00:00,139.5,3342.23,MNF-SITE-09-2025-01-02
TKT-SITE-09-2025-01-02-00148,SITE-09,2025-01-02T21:31:00+00:00,137.939,3684.78,MNF-SITE-09-2025-01-02
TKT-SITE-10-2025-01-02-00149,SITE-10,2025-01-02T04:45:00+00:00,115.634,3365.91,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00150,SITE-10,2025-01-02T00:07:00+00:00,116.313,2709.56,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00151,SITE-10,2025-01-02T00:07:00+00:00,111.635,2903.7,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00152,SITE-10,2025-01-02T06:54:00+00:00,112.995,3751.71,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00153,SITE-10,2025-01-02T20:23:00+00:00,113.861,3542.09,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00154,SITE-10,2025-01-02T20:18:00+00:00,117.409,3440.65,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00155,SITE-10,2025-01-02T16:45:00+00:00,117.466,3501.93,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00156,SITE-10,2025-01-02T02:03:00+00:00,113.18,2904.32,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00157,SITE-10,2025-01-02T20:25:00+00:00,112.534,3330.88,MNF-SITE-10-2025-01-02
TKT-SITE-10-2025-01-02-00158,SITE-10,2025-01-02T02:23:00+00:00,118.273,2941.7,MNF-SITE-10-2025-01-02
TKT-SITE-11-2025-01-02-00159,SITE-11,2025-01-02T01:41:00+00:00,126.544,3483.18,MNF-SITE-11-2025-01-02
TKT-SITE-11-2025-01-02-00160,SITE-11,2025-01-02T14:47:00+00:00,121.472,3885.75,MNF-SITE-11-2025-01-02
TKT-SITE-11-2025-01-02-00161,SITE-11,2025-01-02T08:54:00+00:00,124.325,3126.49,MNF-SITE-11-2025-01-02
TKT-SITE-11-2025-01-02-00162,SITE-11,2025-01-02T02:12:00+00:00,124.06,3695.6,MNF-SITE-11-2025-01-02
TKT-SITE-11-2025-01-02-00163,SITE-11,2025-01-02T06:06:00+00:00,126.223,3670.53,MNF-SITE-11-2025-01-02
TKT-SITE-11-2025-01-02-00164,SITE-11,2025-01-02T15:16:00+00:00,128.405,3402.74,MNF-SITE-11-2025-01-02
TKT-SITE-11-2025-01-02-00165,SITE-11,2025-01-02T10:02:00+00:00,127.847,3407.03,MNF-SITE-11-2025-01-02
TKT-SITE-11-2025-01-02-00166,SITE-11,2025-01-02T13:52:00+00:00,127.952,3678.68,MNF-SITE-11-2025-01-02
TKT-SITE-11-2025-01-02-00167,SITE-11,2025-01-02T11:04:00+00:00,126.267,4274.38,MNF-SITE-11-2025-01-02
TKT-SITE-12-2025-01-02-00168,SITE-12,2025-01-02T23:21:00+00:00,149.43,4083.44,MNF-SITE-12-2025-01-02
TKT-SITE-12-2025-01-02-00169,SITE-12,2025-01-02T03:13:00+00:00,147.217,3801.03,MNF-SITE-12-2025-01-02
TKT-SITE-12-2025-01-02-00170,SITE-12,2025-01-02T09:37:00+00:00,149.768,3357.79,MNF-SITE-12-2025-01-02
TKT-SITE-12-2025-01-02-00171,SITE-12,2025-01-02T15:13:00+00:00,145.581,2886.73,MNF-SITE-12-2025-01-02
TKT-SITE-12-2025-01-02-00172,SITE-12,2025-01-02T14:26:00+00:00,148.069,3563.05,MNF-SITE-12-2025-01-02
TKT-SITE-12-2025-01-02-00173,SITE-12,2025-01-02T07:36:00+00:00,153.34,4094.74,MNF-SITE-12-2025-01-02
TKT-SITE-12-2025-01-02-00174,SITE-12,2025-01-02T02:17:00+00:00,149.843,3519.78,MNF-SITE-12-2025-01-02
TKT-SITE-12-2025-01-02-00175,SITE-12,2025-01-02T13:44:00+00:00,148.452,3744.89,MNF-SITE-12-2025-01-02
TKT-SITE-01-2025-01-03-00176,SITE-01,2025-01-03T07:35:00+00:00,117.591,3037.57,MNF-SITE-01-2025-01-03
TKT-SITE-01-2025-01-03-00177,SITE-01,2025-01-03T12:42:00+00:00,120.965,3556.27,MNF-SITE-01-2025-01-03
TKT-SITE-01-2025-01-03-00178,SITE-01,2025-01-03T15:01:00+00:00,118.403,3506.28,MNF-SITE-01-2025-01-03
TKT-SITE-01-2025-01-03-00179,SITE-01,2025-01-03T03:04:00+00:00,115.125,3406.75,MNF-SITE-01-2025-01-03
TKT-SITE-01-2025-01-03-00180,SITE-01,2025-01-03T22:06:00+00:00,113.536,3635.02,MNF-SITE-01-2025-01-03
TKT-SITE-01-2025-01-03-00181,SITE-01,2025-01-03T12:27:00+00:00,116.715,3883.91,MNF-SITE-01-2025-01-03
TKT-SITE-01-2025-01-03-00182,SITE-01,2025-01-03T20:05:00+00:00,116.057,3362.73,MNF-SITE-01-2025-01-03
TKT-SITE-01-2025-01-03-00183,SITE-01,2025-01-03T13:34:00+00:00,114.571,3827.01,MNF-SITE-01-2025-01-03
TKT-SITE-02-2025-01-03-00184,SITE-02,2025-01-03T21:40:00+00:00,89.981,2778.04,MNF-SITE-02-2025-01-03
TKT-SITE-02-2025-01-03-00185,SITE-02,2025-01-03T00:21:00+00:00,97.361,3686.33,MNF-SITE-02-2025-01-03
TKT-SITE-02-2025-01-03-00186,SITE-02,2025-01-03T05:44:00+00:00,91.055,2219.64,MNF-SITE-02-2025-01-03
TKT-SITE-02-2025-01-03-00187,SITE-02,2025-01-03T14:25:00+00:00,93.165,4265.92,MNF-SITE-02-2025-01-03
TKT-SITE-02-2025-01-03-00188,SITE-02,2025-01-03T10:47:00+00:00,93.129,3522.89,MNF-SITE-02-2025-01-03
TKT-SITE-02-2025-01-03-00189,SITE-02,2025-01-03T18:31:00+00:00,90.926,3233.18,MNF-SITE-02-2025-01-03
TKT-SITE-03-2025-01-03-00190,SITE-03,2025-01-03T15:22:00+00:00,120.534,3623.73,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00191,SITE-03,2025-01-03T11:12:00+00:00,117.28,3833.94,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00192,SITE-03,2025-01-03T03:55:00+00:00,122.378,3124.11,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00193,SITE-03,2025-01-03T04:48:00+00:00,121.733,3420.06,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00194,SITE-03,2025-01-03T20:08:00+00:00,121.883,3324.6,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00195,SITE-03,2025-01-03T07:53:00+00:00,119.084,3590.89,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00196,SITE-03,2025-01-03T01:55:00+00:00,122.237,3355.29,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00197,SITE-03,2025-01-03T07:21:00+00:00,117.808,3664.65,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00198,SITE-03,2025-01-03T04:20:00+00:00,115.35,3735.01,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00199,SITE-03,2025-01-03T04:39:00+00:00,121.32,2582.95,MNF-SITE-03-2025-01-03
TKT-SITE-03-2025-01-03-00200,SITE-03,2025-01-03T11:45:00+00:00,117.064,2851.91,MNF-SITE-03-2025-01-03
